2000 40000
1091 464 23260
85 660 9631
1707 1648 29627
436 1640 15347
1826 872 18195
349 207 26100
519 1672 3697
1925 843 3386
1328 1156 19136
1852 992 28860
1286 434 9675
897 518 10686
880 576 24333
506 1011 25972
204 837 9196
399 1537 27402
850 56 1426
547 332 22268
1932 11 17776
1420 214 13119
631 1851 33552
305 748 8421
1343 1979 8996
1675 484 12006
1999 688 25194
1194 1438 21083
947 287 13490
372 1185 3821
992 1469 22183
1119 1240 2396
237 1870 28598
1788 526 7697
560 1868 25675
1555 1543 28511
1912 1541 31550
1458 1086 12987
540 32 31625
29 756 14810
201 1747 2278
383 1217 9517
1130 1453 21738
79 1592 12263
1776 503 24483
1450 57 10025
312 320 23917
1861 129 39002
1199 668 35385
824 1048 18140
1633 1600 2238
262 334 5454
130 1463 37258
1867 1894 11201
481 1669 15703
963 1470 16111
987 1782 24431
1255 1642 18559
608 841 19579
1993 1664 978
484 1648 6578
722 261 14911
527 390 24726
1785 256 24619
985 736 22287
688 51 39756
1150 1037 21889
1580 644 7531
491 1251 38723
69 1595 30738
1398 79 34737
1975 1152 12997
886 1678 11386
1963 1462 7993
581 799 15080
1219 1838 17130
1326 987 20519
1215 919 9162
1097 1409 14764
171 1829 36359
1260 1226 4789
1996 1553 5940
992 438 1617
729 752 25431
1073 1332 8581
152 902 10418
1634 227 3404
152 1793 8322
1665 889 82
428 1059 38262
1138 318 7488
1926 665 27040
217 1656 31829
186 736 2932
1968 1808 12263
548 312 27516
965 1945 15742
720 448 31535
1042 112 38775
1475 891 39834
1737 381 14503
1576 658 1168
967 875 9175
1147 1412 6263
78 1379 422
340 1926 6733
207 890 35029
1948 1609 29476
1834 1002 31939
609 829 20830
794 565 25210
1648 492 9867
1167 1458 17093
694 604 8504
956 681 5882
1729 1372 14159
462 1578 11048
1490 1877 29009
1318 63 36362
1256 1023 33190
437 168 14106
1646 1815 26597
1865 1334 10406
1309 27 1009
165 1334 34041
398 1062 1764
557 1875 15341
1956 1717 39570
964 1034 29632
1678 289 17006
1219 726 5173
1677 723 4987
273 939 6672
1031 248 26698
391 764 20383
432 1161 35445
195 1717 27671
1888 1673 39387
1809 988 16420
1440 665 27061
797 1884 12138
1969 1560 33212
1307 184 20151
1979 1566 22750
1028 1957 9513
1411 740 22673
1207 934 36390
877 1173 14414
616 981 29401
1387 772 30418
447 1568 10653
936 1536 20564
148 843 3099
650 1173 8665
1399 200 34621
1263 1610 31360
1935 1168 645
676 45 34170
1089 660 15150
842 46 2274
1259 845 19841
1911 1780 25729
826 279 24923
1924 928 24095
588 678 6294
1560 1940 28256
919 1875 5423
1916 902 1819
85 343 16830
1586 1184 23228
1859 794 4424
52 1056 12555
132 1881 834
1054 1804 25761
1500 744 22791
145 303 8730
752 1574 38956
175 1489 29858
345 1573 32200
1175 1158 31735
402 1369 18880
825 1420 7935
1731 1551 12167
564 956 1970
677 455 18713
1467 951 13368
196 1703 20941
1152 229 38429
1361 573 16353
1560 99 9862
1646 852 21230
525 28 23001
459 1759 903
625 322 19858
946 1350 16664
11 816 33967
1378 1364 23669
318 515 20249
1098 1875 32821
1450 1786 27272
1663 1431 34123
893 307 14151
245 765 19909
1148 1741 8582
1005 1038 5932
21 1048 31099
1987 777 16462
7 1446 37328
255 543 7202
1427 344 27339
698 7 13121
821 1251 23427
1323 1495 22543
1583 642 26283
164 1999 25673
447 371 3072
1546 709 11849
359 715 25646
1687 1321 6541
888 747 10884
579 1797 1242
1699 617 2492
1126 291 33987
1668 1873 12980
303 388 39330
327 835 9700
1398 732 34408
1598 1090 13474
1244 776 10794
1784 16 11893
1019 594 7689
261 644 28657
1104 1769 8947
1442 1789 4819
422 443 21206
1751 769 20392
1803 518 37123
210 116 4213
1684 1711 35340
829 1846 21355
721 864 22300
761 1476 14944
1417 580 22712
715 21 20852
1533 794 35646
1091 897 12766
1482 699 35284
957 1260 27751
1169 943 19461
860 124 13306
215 1196 16521
514 1957 33997
1457 1725 20928
521 440 11300
1724 324 14446
1722 1766 33342
487 1600 30392
122 556 3651
1872 76 2946
1684 935 39069
1341 1149 264
214 15 10572
562 1823 22297
1489 343 37088
788 419 19763
1585 140 31529
926 626 9128
1317 1100 29683
968 1323 10110
1913 1007 33044
1333 699 32545
1948 912 34559
520 1825 10381
1168 1313 19076
255 453 1494
369 37 25985
1897 1315 32610
1024 631 2061
1058 1950 9384
1167 214 30390
563 1898 27440
1107 1846 20704
1665 365 528
397 1884 24193
1472 490 26645
1317 858 15033
1301 755 26347
263 130 10978
323 1540 5279
1706 706 19493
447 1268 1742
1887 726 39587
942 390 16303
1821 787 34186
13 610 6675
657 1927 33533
42 1579 26287
388 1841 26768
1365 164 28307
996 221 1013
840 668 10632
581 906 13358
168 1847 99
470 19 21237
656 32 15847
1682 1040 18125
1214 1081 17703
1852 1469 39896
620 1185 10411
926 180 18631
290 1371 11298
1274 1952 8555
631 471 34753
1081 940 6772
318 1947 28803
516 1629 3842
992 1194 23275
694 1046 743
941 1665 16279
1351 590 38811
1982 1232 4181
1631 505 34132
186 1487 4602
938 567 11894
1709 884 10192
863 1751 6172
1057 742 33366
331 1788 34411
1425 728 32427
1703 431 19368
513 412 32599
694 394 39103
1177 579 4941
131 1869 17508
376 1577 10743
567 440 494
739 1496 37587
456 178 23374
866 1602 30454
1644 1656 32884
1011 169 5647
1610 1214 40
1064 390 20971
5 872 26839
1864 1247 24415
606 166 35206
1451 1256 23053
1038 1711 11230
763 928 33183
1568 571 28839
451 1581 33359
449 1542 14572
489 958 39313
1459 1314 32185
649 1177 37783
1063 134 29948
621 1585 11203
25 974 14913
1607 88 31840
789 1656 10762
1979 458 14695
1337 907 32588
260 1747 23545
1573 1557 25210
109 205 22386
1891 1619 14872
1839 591 6808
1393 616 32133
306 222 34220
497 1362 36227
1259 1693 34685
305 1029 27943
892 1289 16041
437 1213 23597
1998 1321 33801
384 1563 23771
1607 1753 32362
414 1146 38977
546 1803 7550
1117 299 11263
1344 1909 38955
380 213 336
674 1457 33624
714 245 7188
310 242 36860
462 625 422
232 231 527
945 996 15672
273 1541 13474
1822 658 22124
1437 353 12385
391 732 38949
726 1405 14405
701 470 38649
240 779 16891
1099 1592 7867
1873 1823 26450
399 1120 39445
422 1392 35338
1895 1566 8347
370 1002 34699
754 1744 21782
1703 470 37538
107 1522 18007
1108 1762 23137
1998 1212 6728
1864 1084 28902
665 1834 2021
110 255 37765
1799 501 27330
145 871 14683
843 1976 38778
976 1678 23599
865 137 39121
871 1596 5234
359 1593 2445
1086 1808 23881
339 825 33714
360 934 321
476 732 20821
1805 1228 33691
839 422 4019
1968 1397 18048
1567 261 10184
687 1483 8131
272 1841 36075
1068 1278 21883
948 1616 24707
1014 327 3992
1334 802 35075
154 958 6302
197 1796 28723
215 1764 471
262 1682 39083
798 720 2565
928 991 26757
1003 58 38386
1237 1006 30001
295 19 36328
638 1704 15129
1712 1857 26439
365 405 8586
1439 619 36701
1909 1233 14382
991 382 17101
1907 1309 6443
1015 663 28501
1400 251 19858
1400 897 14228
79 1534 11931
1560 1597 30139
1998 1961 22544
583 1399 33162
1284 1659 32746
1665 649 35127
1118 907 4788
1560 1921 17802
60 1672 16053
269 1072 13301
848 1502 20835
778 1061 26431
1269 1058 32744
1812 1993 32142
1325 1628 14153
71 1292 25153
1549 761 24060
336 321 30332
138 732 6004
542 1001 17427
1842 200 20928
676 978 24341
1459 598 17750
202 409 9742
695 1733 33369
1199 155 23013
352 1704 35773
763 39 34445
1094 528 11177
1449 1421 18529
875 1263 30728
155 290 16057
495 100 4654
244 653 15414
338 1700 5147
58 898 35653
1422 1249 29356
1195 11 23747
1991 1457 36626
1167 905 4047
47 132 15661
775 286 12302
1183 1132 20402
189 1727 29054
1602 64 26753
1100 474 24003
753 1895 13251
460 1441 7614
558 1432 1070
1184 950 32326
1582 997 2457
1242 123 5094
1543 1305 28225
296 1845 5952
1350 1447 24367
454 546 33192
808 1650 19087
411 110 6879
24 667 38310
1445 202 37260
1770 1783 18608
579 1376 16730
1672 1271 386
249 1566 14231
552 1267 30029
1270 73 12926
462 880 38576
1548 1290 9037
426 1665 28055
1088 1109 8609
699 1231 38391
1306 161 2119
387 184 39389
772 432 6954
1354 1335 10221
1734 605 28645
660 1066 13524
1587 965 10814
975 1742 20830
1029 829 8291
1637 1879 5521
380 1184 4033
850 1570 16216
238 694 23000
1543 47 30334
1763 1781 18938
407 792 18355
283 378 11319
1448 1704 37413
277 732 18593
567 721 28472
439 1452 5655
471 301 39577
687 538 14270
1686 80 16668
371 195 36800
1309 953 3943
15 1235 36672
1334 1034 20375
746 1311 23107
1338 229 6179
161 668 7982
1816 1138 34282
1744 176 37171
365 213 23602
1032 936 148
184 596 39101
126 610 26687
798 1943 10073
1172 1040 17383
630 730 5963
1160 890 28630
1141 1057 2120
1422 1152 22647
944 1516 33212
546 900 24147
1045 1435 10742
497 1560 11351
1536 709 33646
1608 233 35037
1342 1214 34118
1304 374 19360
286 1866 36416
405 1288 37568
1403 583 33435
614 1480 4334
760 525 19768
1853 1373 3680
1556 908 32740
1201 515 7324
589 1856 30538
707 1512 21263
66 1797 31128
833 553 10767
752 1955 37350
187 921 7181
872 32 7705
992 1885 27078
671 1440 8337
1762 992 8852
1086 1580 35059
1975 286 16570
1237 703 14718
364 1536 35270
1483 287 17225
832 473 30145
12 1697 18176
69 688 28412
1498 1710 35851
1834 1471 26842
1037 908 32774
448 882 15059
1369 470 25762
87 834 17649
1356 316 31935
932 1499 14760
1428 1862 10456
1956 282 35143
367 131 8852
570 317 674
1763 1353 21582
536 152 14815
1947 1521 5285
60 1607 20470
1708 962 31137
1994 246 34635
753 1673 30848
1208 1980 27482
702 347 11612
1553 1268 27928
579 1030 1633
160 1918 7784
1326 216 19304
610 275 10910
1079 334 14224
567 327 6469
1201 1432 10493
401 639 4473
1882 1341 13171
1493 1245 32438
1773 1823 1819
1405 334 37736
1540 12 24303
844 621 34577
105 52 35262
328 618 21941
1148 171 9372
1993 571 4362
465 804 2054
1635 296 11299
424 420 25473
242 1824 26159
330 1364 28170
632 559 33142
1561 663 25193
822 1343 31811
1114 842 333
485 834 8903
847 1650 34058
900 1284 14705
550 59 15125
375 301 33300
885 982 663
1406 1613 5573
547 1525 22588
92 699 22282
1902 1812 11123
586 297 32309
1840 1495 13958
1897 746 5594
601 1296 39652
1725 22 34304
1025 906 27285
39 311 2898
1612 1209 24774
551 1300 15472
832 1553 33284
1954 138 7580
614 1977 15426
572 1873 26171
165 474 3818
168 550 13839
472 1926 35096
1756 1965 15758
1005 1928 28967
1779 478 16266
1602 1309 5819
885 1614 34308
816 228 34285
241 1151 32509
412 1667 7334
581 1834 13884
420 657 1809
1515 765 8125
1273 121 38404
591 251 38881
856 1853 24541
1026 737 6507
1334 1553 17086
1970 145 30236
478 908 7902
1812 1489 26087
47 1908 2744
207 1774 1508
684 1398 21628
1087 340 4231
1968 1196 12083
860 573 34819
1366 1906 32723
451 227 21220
1038 705 30127
939 868 19615
1378 1266 39874
121 1824 6000
1980 507 13749
1959 1594 12089
189 1913 13636
271 1124 24208
1442 842 34466
516 1644 38692
1735 682 25748
214 1972 2967
180 1349 24232
54 1821 4056
405 1800 26914
505 111 14859
593 299 3123
580 922 16247
788 715 13440
1605 1582 19083
296 1669 16116
396 1882 16088
1362 61 37788
1946 466 3961
353 1222 36112
1266 1727 32222
477 319 32873
1599 899 10146
197 38 35212
1636 1642 20793
719 289 24461
834 1036 32694
1273 398 28755
1413 695 1572
1373 1047 794
1484 664 36520
1706 1140 37190
930 1091 20088
1075 1287 38477
286 923 10470
1430 1993 11111
243 1178 26146
936 803 14895
42 215 1589
1614 1587 26635
407 1422 29651
1278 1479 32790
467 408 31880
907 1834 39519
1383 471 32793
205 1901 30785
1315 143 2314
1460 1430 7116
355 1472 35682
1943 1437 15620
930 195 23042
580 1472 6520
1369 290 35280
1601 1196 3113
1119 931 21584
1911 1135 31484
1047 449 9978
1360 1908 29759
828 262 39582
509 557 1018
129 1486 27564
1522 417 3035
41 137 33677
1320 1737 26872
785 1207 13802
368 1469 4936
203 867 7736
532 579 15644
290 1406 36257
1872 266 31165
1241 746 27002
805 267 13418
191 308 19555
1867 1979 33643
1091 1115 15202
892 1482 37022
180 36 9889
1915 567 8819
1910 857 4576
519 728 32841
1683 1968 25587
685 1124 5853
454 1315 16512
8 1533 12843
3 623 37957
1204 1515 29791
225 46 19826
465 312 14393
1283 574 39601
1858 1092 22328
1051 1126 32647
989 1810 18123
1193 616 25437
1705 623 969
899 977 11592
1207 532 27458
1349 757 9855
1175 1573 10166
1919 1208 36739
1519 1065 2182
198 467 21308
1196 1455 37469
1318 648 24084
754 704 37059
75 1954 30035
18 1160 14567
1827 509 27675
1681 35 35599
1846 1953 10806
937 1471 34223
1470 1668 18689
777 863 26144
598 533 15143
681 1286 5846
91 1712 3799
126 1729 3310
1044 1555 37818
718 1587 39852
668 1785 20156
1474 721 25626
1696 542 27645
736 1319 18860
1231 268 17392
373 948 5029
218 1039 19093
368 1516 31173
1678 559 28728
1847 1628 10666
1699 295 34450
1854 120 9522
1832 167 18064
1828 903 37734
687 133 26001
430 858 6948
1811 1427 10338
903 1795 26205
75 1472 32763
1154 1670 6742
1820 1368 27389
269 1574 25508
1791 1757 31675
206 1584 24577
1939 623 23061
1939 1404 5918
1238 1214 15345
1576 468 11491
1780 543 1314
895 48 18983
1988 1867 20703
1376 488 26628
884 630 22384
558 835 28319
1486 1125 26941
898 1063 24697
1168 300 33910
864 227 26378
354 359 33272
19 1605 3319
1001 1592 23538
55 968 8377
682 203 7358
1065 1112 2192
1384 949 19668
676 1846 16730
1372 1013 29381
1634 228 31608
363 581 2318
1634 951 17922
1304 1952 1513
841 6 16832
1569 688 13034
926 104 18145
1469 1839 13093
1136 515 17291
1865 238 303
1246 1871 2883
1205 233 7463
1522 218 766
1443 1522 12717
1307 714 13074
139 283 32113
1524 1560 12217
1669 1029 14407
1113 516 32921
403 381 1511
1058 1978 1381
1940 1534 7966
1754 1407 14535
519 1201 28056
1587 507 21122
661 997 5756
1125 521 25667
1693 541 6695
100 5 1211
1372 408 25943
882 1817 30272
263 1756 2157
580 1861 27563
1114 380 763
1522 318 39621
995 1330 4618
1102 455 21490
768 147 28382
1463 246 38386
1025 1970 25145
1319 851 28961
1590 1465 9068
98 44 12929
1660 1510 37660
422 1383 15977
394 377 37307
1363 1830 10113
852 597 30259
1585 411 24857
1971 1787 26826
1467 1105 37676
428 1046 11493
1495 1143 3536
775 1154 17397
434 1927 1131
763 321 19507
69 1683 23688
181 887 10285
791 471 18695
1999 793 2834
824 260 35938
852 1039 17336
344 533 36478
231 1660 33632
1980 93 9558
1110 1207 3878
969 1275 13913
656 1807 21151
940 950 13973
1987 948 30766
820 124 9377
1109 1327 22415
444 1670 35299
922 252 20958
905 231 13403
814 1341 28609
1044 309 20236
956 964 38394
106 256 33343
78 594 22643
1195 1765 33118
923 873 22444
1689 1317 2113
1340 590 4716
649 1846 14947
51 659 30287
1012 1702 22947
1599 1009 20262
1992 1466 32517
1687 1896 31110
681 1090 15226
1798 365 28099
241 53 39767
705 1392 6708
1420 41 2553
366 443 29563
1004 1806 11617
1950 1404 2625
212 1748 20091
1080 1434 34338
542 466 3427
1767 263 2143
217 503 20196
1983 1559 1939
1042 978 8331
1946 1696 12774
1861 1051 36579
1477 1001 16335
453 1564 34082
895 995 39515
1232 1536 4332
1011 1655 12594
1153 1871 39448
1348 206 7006
1639 1247 36335
1969 1545 22382
1094 1405 35433
25 881 14785
359 1333 24348
440 580 5694
306 1811 37230
637 821 6884
1582 1974 22754
1029 1673 37311
386 1311 24558
1072 1280 12454
1454 725 37858
886 749 25090
1670 1459 16774
369 250 29353
62 555 17164
1643 1543 19984
526 1124 39957
1632 504 9982
942 1241 19292
1851 313 28923
304 1766 11648
513 1003 36748
1602 672 4207
376 1392 24456
1728 1805 13363
891 1448 15257
1227 1973 2733
1535 1956 15236
1516 898 8829
1160 1100 27141
82 1404 5258
81 1916 22260
1181 1870 9283
1387 245 30674
194 324 8478
1908 1567 16277
1165 793 24602
1897 679 12557
1484 195 13806
312 1354 12906
1804 1787 18661
1061 220 28928
1672 1400 28797
954 786 35041
1979 1331 33365
457 1239 37283
1085 755 34075
1686 1003 12753
243 486 23299
48 1150 5004
1305 1305 23143
1965 718 9362
893 389 36761
1689 1343 25898
1082 1321 1228
798 129 8818
80 1214 27572
506 899 12926
1258 1493 23764
909 1893 25265
264 1197 4569
1406 1514 3286
767 406 3675
1879 446 11369
1776 1527 20689
1356 324 29170
525 755 16735
449 1260 11633
1374 870 15478
1137 1778 9370
401 41 38918
1322 1799 6431
607 917 17188
633 796 23634
353 571 13512
1394 278 20188
563 803 942
1297 1251 26202
1281 624 25071
758 113 17200
479 513 7592
1397 1834 19390
179 793 18307
1367 1777 37454
1000 130 30024
863 1523 22654
1050 437 31456
1992 85 33058
545 1365 4033
1615 475 8145
814 1305 27010
757 701 25195
147 880 5987
805 598 2116
258 1949 32245
633 811 26119
1638 1861 16555
1093 204 12991
502 748 34355
535 714 5181
1031 1879 18486
40 635 29538
1235 1133 4769
1573 1937 1366
1688 546 39314
284 1531 8477
402 1168 12689
1308 261 12892
298 1114 27991
1005 1648 6704
537 1031 2582
1022 1422 19568
560 1008 701
1680 581 36989
1046 620 9535
711 904 21065
1539 1657 14232
227 1317 16844
1470 1966 21958
1460 1322 29957
515 1859 8987
1448 1232 22409
1016 143 15416
1716 1823 30348
704 1220 29320
590 282 8223
1654 1821 22231
238 47 7899
1081 1869 21865
1390 1328 7538
1347 195 17396
685 1642 22628
1445 1009 9122
1213 1076 28944
1560 1780 36163
879 721 22797
1453 375 4617
36 612 27015
1934 44 22883
150 1434 16563
1688 780 14757
1083 1816 12750
62 1261 33759
1184 473 31186
479 384 12965
994 1615 17686
1790 1419 26412
406 1454 13375
1420 1388 35418
655 1889 30851
1217 1576 25982
325 1011 29798
1426 1072 17410
1536 607 7882
722 1086 20617
38 431 12231
75 220 20002
838 977 33455
212 396 13194
1982 1402 21083
832 970 24658
1166 1646 37668
1315 1072 39092
724 959 1698
957 1680 27135
1573 70 31565
156 144 34136
157 982 3112
1963 1545 1860
1157 1526 13261
591 710 10231
1600 227 228
1620 1541 39651
711 264 38610
760 1572 24641
247 1496 7062
163 3 7206
299 159 539
1410 474 435
1269 1982 5961
882 572 37022
1112 523 3248
1691 142 7140
1342 1204 29755
303 1964 35326
943 562 821
5 724 14824
1562 1374 17334
452 784 38159
886 404 14140
1198 1285 2711
571 748 21234
170 439 23727
1309 1780 12931
1063 82 23246
388 1376 1807
1561 1732 12882
736 1645 14256
421 96 9039
580 1334 35442
719 883 26727
1782 1454 29474
1367 1623 264
1093 1284 22395
23 346 14476
1268 1086 30204
1426 646 3935
308 1733 15580
563 153 22027
1601 732 23712
1394 1451 26595
472 1232 20400
298 598 8374
561 42 37657
956 65 14355
1783 1684 17440
1986 1110 437
273 1417 18169
204 1979 4321
230 1931 37053
1942 1676 6855
888 500 36438
1287 797 23387
12 1709 31428
1669 664 33492
23 799 5528
1814 1136 36637
250 1408 12405
418 1963 30735
1090 193 17017
494 486 6692
1348 1725 15543
137 1011 339
1523 1374 34048
951 1042 19063
794 1416 9861
321 1229 32997
1309 1830 8756
1713 599 32719
799 1689 3263
1815 534 24100
859 234 1824
401 370 33186
1092 1893 6559
1139 843 35953
553 1988 19368
414 309 6949
1762 1969 2778
869 34 21377
1587 832 23417
849 647 5950
1300 1857 8535
1123 257 34905
660 1348 21149
1219 838 2343
1523 1743 8330
1242 156 4638
190 269 16959
1320 1137 24992
1048 1076 15823
464 276 2821
765 1576 32677
1300 1050 37286
556 1710 16985
1704 1280 5823
46 802 15565
375 43 16072
1365 585 36692
323 1904 6180
1314 951 37255
1488 1414 9531
309 530 27106
985 181 8155
270 736 22216
1255 791 39495
1429 1188 8648
1345 1915 32691
1768 1279 31275
811 1953 7178
990 1618 14480
245 1105 245
127 1765 6774
1232 750 38955
1738 1371 8042
1954 977 18833
1800 757 26372
448 453 6286
1138 572 35916
764 1382 15868
293 372 3837
772 968 19294
1016 1446 25058
141 677 13807
1447 766 15530
1489 1071 14506
673 871 5615
1044 1670 8067
1330 1159 30639
1597 1922 30020
1465 566 8743
1653 1689 4062
946 704 25507
4 1196 16535
162 643 21653
1691 483 26723
549 1155 23945
163 550 21966
229 231 17124
1219 1828 33397
1591 1644 37962
333 1296 1650
747 242 4705
605 245 10253
1140 406 20895
792 449 37377
1866 997 34883
163 1511 3432
128 91 22015
1252 1310 13842
648 900 27485
962 1584 26780
963 330 31021
20 1287 21617
272 426 12375
1518 1569 18823
1246 1434 11819
128 1948 33329
1911 76 7771
1925 1327 13080
1766 326 28331
1602 1639 25915
734 954 2596
106 973 23882
1723 1596 22659
97 1465 24227
919 710 8013
1089 837 37960
769 1099 12387
539 1024 32065
1971 1141 10391
301 743 14381
215 1476 9334
1163 1581 32658
1396 1655 14605
55 1751 16069
281 1021 30778
645 461 9966
605 1581 37065
991 120 10440
1056 442 27580
1798 742 32322
530 1309 4149
1864 823 17730
873 218 7384
1478 272 25487
1898 905 10859
1028 1549 11672
993 505 21252
409 1848 3723
848 1255 12164
780 1404 34906
1101 1933 10566
1250 148 25388
1331 1021 19605
1066 850 12229
904 747 31133
1763 1774 37033
1434 1119 31538
1037 1879 19737
760 1079 991
923 1858 14746
180 958 39030
1097 559 3178
484 241 12550
441 1307 1751
669 210 30497
153 324 38623
1185 1757 36093
722 794 19971
810 1905 33401
152 827 31258
897 1359 38568
1927 455 19478
1456 1291 31719
5 1731 39025
107 751 19586
955 903 27910
1577 87 32018
1669 1161 13163
1992 1970 15067
1392 122 6246
1002 1370 17956
1569 1648 24410
1046 1103 52
764 1459 8134
140 1565 20884
1726 520 22138
1635 448 16225
1652 469 23737
1167 460 31706
233 203 30179
478 1204 33901
433 1124 5548
1195 522 24651
1598 1637 20109
1732 1777 30026
967 1854 8545
1105 1840 26992
1329 1843 1460
1065 1009 28271
1122 1242 20826
1653 71 10381
1553 856 31857
1100 402 28378
1750 1999 28014
211 1730 26142
236 697 2347
1132 1801 28186
475 1481 12029
1935 897 3389
557 18 24630
1734 22 31053
115 1574 7908
1971 674 12309
700 775 4307
1065 985 28389
1207 1220 29085
1905 703 21237
91 1178 21069
471 1464 15965
211 20 30334
841 106 14356
245 220 1929
152 542 34954
812 1241 21729
1470 305 18713
1858 1863 12285
1294 120 10987
530 562 38164
1950 1032 11627
1914 1242 35999
248 434 12104
955 1030 26675
883 1181 31568
1837 344 15160
1565 1814 5464
629 23 17679
913 1317 17798
252 198 30359
767 148 23742
394 413 1335
744 660 24121
1199 1966 3150
225 849 22683
1792 1037 15026
951 953 17191
766 1933 21214
796 1198 12530
945 1449 5079
1303 215 27226
1396 960 7639
1083 1703 16650
1555 1253 24968
1056 1477 1816
1738 1268 11204
1116 218 38508
658 1336 22440
1871 131 7989
752 1076 13437
183 730 26004
1408 478 20963
1398 1912 27018
400 1466 16270
1367 521 11747
1534 611 5014
1089 78 7584
1948 735 21271
739 958 27401
728 1709 36476
164 1891 31558
519 1651 35
1482 1400 15946
499 151 19763
1120 1869 14635
866 1402 23245
232 842 13322
167 789 38409
1437 1528 3366
837 607 33426
1665 770 13669
1222 1641 7671
1608 1122 19422
1905 1972 25573
1667 1091 7441
301 309 3195
1898 540 24036
1571 706 21177
1979 142 20704
1696 1330 23310
1122 994 2431
1142 567 24071
812 174 25544
233 78 33867
157 96 28958
1598 397 11618
1144 646 34157
1179 216 13214
707 195 17355
1762 1890 26684
1071 1363 34030
1854 504 34596
276 1667 24770
172 252 13199
38 408 23295
1347 357 26043
964 1852 1040
1472 1383 5255
685 89 33449
39 1851 1691
1075 1273 23405
1104 1478 32261
1699 106 35927
820 277 6530
371 666 13290
17 13 19998
411 1328 29850
1450 800 23232
704 1836 21320
505 227 1170
547 1301 18795
1951 756 272
563 806 2377
490 1978 10653
1371 348 11671
660 364 38035
658 774 21362
507 575 28513
1738 1278 36349
1409 134 18575
931 680 38227
1725 983 12982
348 1545 10139
725 386 18116
1729 1757 6463
1399 768 31178
1433 1425 38303
1147 283 28877
1659 372 4507
359 133 38640
1285 1063 5672
1511 1139 12654
844 1486 4550
983 210 20936
1098 1939 21044
1913 1689 18163
1090 1122 39588
1393 620 24222
621 278 38946
1127 989 25078
1767 273 20140
1790 1784 39278
443 979 39115
1344 313 29325
631 1411 9615
1674 1675 35303
1837 764 20776
1776 508 27395
349 1129 25
1294 607 15013
371 373 3637
862 162 11420
491 956 36751
1606 300 17063
930 1282 6825
896 956 12499
550 1144 21615
1326 919 36122
1072 1619 37602
1448 913 34209
460 1283 20933
97 145 3447
1868 635 30754
970 240 27405
33 1521 10687
1209 416 1642
1708 1318 11137
1674 643 2407
147 66 36025
1749 1514 30937
309 325 8572
1241 773 32716
687 993 11702
1793 1962 28294
1197 346 28166
1883 1555 20934
1876 1614 38251
1012 1287 17245
1418 1433 25310
1443 1533 15175
731 1841 5500
1302 1082 32624
369 120 31616
71 1912 35578
716 1461 14275
881 1343 21829
1814 1219 23442
64 230 37080
1308 2000 22513
970 1794 10045
144 524 30238
1995 1826 27671
619 194 5790
234 616 28054
163 1331 5514
438 564 25208
618 377 12426
60 793 11008
1491 452 23359
355 1421 9152
400 1917 32027
989 263 24204
659 881 14750
800 1467 15365
853 1981 7048
718 418 17963
1926 1036 36339
703 1447 9483
62 1289 1935
1420 1644 31707
923 395 33975
950 1383 14238
1153 41 5118
1902 840 30936
1619 45 10917
666 762 35686
628 1039 10721
1318 1742 28519
1153 1803 9808
1439 1575 13451
1145 497 5845
1472 1446 17227
1709 951 31619
1178 852 14810
114 470 34854
1030 1487 9968
715 114 9006
1788 1784 37099
658 936 25254
465 374 36828
267 1870 33676
463 1341 11474
41 1401 34424
1659 579 37275
469 692 28097
1674 73 17583
1641 1139 20049
647 926 28184
97 1936 15119
1350 752 11844
529 1019 10065
557 1481 3758
30 1874 7158
453 1884 21736
79 352 34779
527 378 20851
110 18 11990
510 1016 15267
693 1113 15554
163 814 26306
6 1695 17324
422 251 27156
179 632 29381
1689 1436 19265
1424 1514 11616
555 393 30345
1405 502 16363
1746 1011 7730
1365 55 5194
918 217 34008
1575 574 54
898 995 20656
406 1526 27287
1786 1214 10722
1050 989 4587
1018 1543 36979
1714 1300 1832
76 1045 39194
1806 761 17248
999 31 27464
1358 1605 38037
1763 855 15384
418 1260 6909
56 1397 12474
1129 799 17462
1716 168 13005
1046 1881 16304
1230 309 35700
423 466 6461
1671 1816 16843
1486 1174 20447
1875 1288 27301
1258 1706 20912
166 113 30661
639 1242 39459
452 1309 7978
1808 706 10210
111 1935 22518
163 710 5335
975 380 11151
1817 217 26676
615 91 11963
1916 1348 24020
827 1865 10133
1839 855 17374
1297 1307 6682
1626 1114 11387
1836 1577 33322
705 91 28031
40 1065 12762
1542 1233 11330
217 1847 25421
179 114 23120
199 1293 14985
331 1131 9839
1704 780 21497
737 405 22963
123 592 26891
1796 1649 28981
178 40 28397
1291 1581 5629
621 1797 13827
393 327 3941
1512 525 29585
848 1207 8715
1039 910 13494
535 1646 8251
1849 121 3194
739 268 20842
1719 446 19233
115 1736 16813
95 356 32961
274 1100 3288
566 612 31812
150 1459 5019
864 497 20280
358 1384 4278
960 1232 4750
153 1971 15017
1347 41 19462
579 156 23550
1744 602 5905
704 875 21005
1991 1440 11968
155 1589 33778
1525 805 16275
156 1514 10010
785 473 5241
1534 977 21563
903 323 11604
364 902 111
1913 997 29064
170 1700 32291
1526 43 10082
1845 549 35671
1622 425 26827
1896 932 4340
257 1717 12812
1498 1602 11788
1412 504 18463
1367 1220 15716
1477 1132 16712
893 1653 10763
1183 1530 4805
1264 1374 19705
1286 996 20481
